103105796530,https://hz.lianjia.com/ershoufang/103105796530.html,中装修 小三房 满二无增值税 提前预约随时可看,越秀星汇城 ,3室2厅,,南,简装,,,临安,18,172,18495
103104395257,https://hz.lianjia.com/ershoufang/103104395257.html,香槟湾大四房 （双地铁、双综合体）,香滨湾花园 ,4室2厅,152.5,南,毛坯,低楼层(共11层),2008,九堡,39,399,26164
103104033915,https://hz.lianjia.com/ershoufang/103104033915.html,绿城品质 刚需看过来 小户型 户型正气 装修清爽 诚售,绿城桃源小镇 ,2室2厅,89.71,南,精装,低楼层(共11层),2008,闲林,38,190,21180
103104115312,https://hz.lianjia.com/ershoufang/103104115312.html,小面积，总价低，适合刚需客，自住装修,林之语 ,2室1厅,72.7,南,精装,中楼层(共18层),2012,钱江世纪城,168,209,28749
103104576373,https://hz.lianjia.com/ershoufang/103104576373.html,08年房龄 房龄新 小户型 业主诚心卖 看房方便,今日嘉园 ,1室1厅,63.42,南,精装,中楼层(共17层),2008,文教,16,390,61495
103105777267,https://hz.lianjia.com/ershoufang/103105777267.html,建国北路地铁口  新上4楼  小三房 适合刚需  改善,艮园社区 ,3室1厅,65.82,南,简装,中楼层(共7层),1992,建国北路,27,275,41781
103105786577,https://hz.lianjia.com/ershoufang/103105786577.html,金棕榈洋房单价3.9万！得房率高少有东边套超赞户型！,金棕榈花园 ,4室2厅,161.46,南,精装,低楼层(共8层),2003,复兴,9,645,39948
103103064344,https://hz.lianjia.com/ershoufang/103103064344.html,总价低 近西湖边 配套齐全 温馨舒适,皮市巷 ,1室1厅,23.94,南,简装,中楼层(共7层),1988,清泰,221,115,48037
103105540844,https://hz.lianjia.com/ershoufang/103105540844.html,大两房 无增值税和个税 交通便利 单价低 商圈成熟,丁桥颐景园 ,2室2厅,72.56,南,精装,低楼层(共16层),2012,丁桥,13,225,31009
103104509639,https://hz.lianjia.com/ershoufang/103104509639.html,沈塘桥地铁口 莫干新村两房 中间层 价格可谈,莫干新村 ,2室1厅,53.96,南,简装,中楼层(共5层),1982,湖墅,12,212,39289
103105887818,https://hz.lianjia.com/ershoufang/103105887818.html,广厦天都城温莎苑 4室1厅 300万,广厦天都城温莎苑 ,4室1厅,,南,精装,高楼层(共11层),2011,星桥,5,300,25211
103104358014,https://hz.lianjia.com/ershoufang/103104358014.html,房东诚心出售 户型方正 采光好 价格美丽,和达自由港 ,4室1厅,46.59,南,简装,低楼层(共16层),2000,工业园南,12,85,18245
103104708701,https://hz.lianjia.com/ershoufang/103104708701.html,精装修一房，建筑年代新，首付三成，贷款满30年！,定海西园 ,1室1厅,40.39,南,精装,中楼层(共6层),2006,拱宸桥,103,156,38624
103104969066,https://hz.lianjia.com/ershoufang/103104969066.html,钱江世纪 万科大家世纪之光 户型方正 满二年,万科大家世纪之光 ,3室2厅,81.21,南,精装,高楼层(共17层),2018,钱江世纪城,6,380,46793
103104875159,https://hz.lianjia.com/ershoufang/103104875159.html,满2年，自住装修，视野开阔，采光充足，诚心出售！,岸上蓝山 ,3室2厅,,南,精装,中楼层(共5层),2013,闲林,25,270,22690
103105678627,https://hz.lianjia.com/ershoufang/103105678627.html,越秀星汇城 品质物业 品质小区,越秀星汇城 ,3室2厅,89.49,南 北,毛坯,,,临安,4,155,17321
103104979073,https://hz.lianjia.com/ershoufang/103104979073.html,南北通透  三房两卫两阳台 随时看房,宋都东郡之星 ,3室2厅,89.09,南 北,毛坯,低楼层(共32层),2018,大学城北,12,210,23572
103105163628,https://hz.lianjia.com/ershoufang/103105163628.html,戒坛寺巷 1室1厅 290万,戒坛寺巷 ,1室1厅,47.35,南,简装,中楼层(共7层),1990,武林,8,290,61247
103104688596,https://hz.lianjia.com/ershoufang/103104688596.html,满五唯一，精装修，好楼层，方便看房,九龙仓君廷 ,3室2厅,85.64,南,精装,高楼层(共33层),2016,塘栖,16,175,20435
103104842730,https://hz.lianjia.com/ershoufang/103104842730.html,云溪印象  低总价，诚心出售 ，精装修 拎包入住,云溪印象 ,1室1厅,40.6,北,简装,中楼层(共7层),2011,转塘,32,76,18720
103105187314,https://hz.lianjia.com/ershoufang/103105187314.html,刚需过度 满五年 免增值税 不靠绕城 看房方便,久睦苑 ,2室2厅,62.5,南,毛坯,低楼层(共16层),2013,丁桥,184,155,24800
103105456909,https://hz.lianjia.com/ershoufang/103105456909.html,一克拉钻石品质机会只有一次，业主诚心,旭辉运河悦章 ,3室2厅,,南,毛坯,中楼层(共27层),2019,崇贤,22,187,22531
103103015807,https://hz.lianjia.com/ershoufang/103103015807.html,满五唯一免个税和契税，南北通透，上下两层，精装修,水印康庭 ,3室2厅,59.53,南 北,精装,低楼层(共12层),2006,三塘,80,315,52915
103105631848,https://hz.lianjia.com/ershoufang/103105631848.html,西湖区 大两房 简单装修 采光充足 诚心出售,新世纪花苑 ,2室1厅,71.45,南,简装,低楼层(共6层),1998,三墩,15,240,33590
103105135411,https://hz.lianjia.com/ershoufang/103105135411.html,绿城品质 三室两厅两卫 自住好选择,绿城玉兰花园 ,3室2厅,136.62,南 北,毛坯,高楼层(共26层),2014,临安,2,248,18153
103105674944,https://hz.lianjia.com/ershoufang/103105674944.html,满两年，简装。房东诚心出售，视野好。,融创金成西溪海 ,3室1厅,86.99,南 北,简装,高楼层(共18层),2014,闲林,79,212,24371
103105513674,https://hz.lianjia.com/ershoufang/103105513674.html,越秀3房2卫户型，楼层好。小区生活配套完善！,越秀星汇城 ,3室2厅,123.05,南,毛坯,中楼层(共32层),2012,临安,5,195,15848
103105548131,https://hz.lianjia.com/ershoufang/103105548131.html,青山湖科技城，江南佳苑。带车位，精装修，,江南佳苑 ,3室2厅,,南,精装,,,临安,13,150,15464
103104545447,https://hz.lianjia.com/ershoufang/103104545447.html,满两年 业主诚心出售 看房随时 价格可聊,众安学君里 ,3室2厅,89.44,南,毛坯,低楼层(共24层),2018,闲林,27,206,23033
103105679613,https://hz.lianjia.com/ershoufang/103105679613.html,万科精装  边套三房 全明采光  房东诚心,万科西庐一期 ,3室2厅,,南 东南,精装,低楼层(共14层),2016,西溪,27,465,52248
103104171158,https://hz.lianjia.com/ershoufang/103104171158.html,业主急售，中间楼层，看房联系潘亮,双菱新村 ,2室1厅,48.32,南,简装,低楼层(共6层),1985,采荷,19,265,54843
103102429218,https://hz.lianjia.com/ershoufang/103102429218.html,老城区市心地段刚需房源，经济实惠，过渡好房.,狮子桥弄 ,2室1厅,43.81,南,简装,中楼层(共6层),1985,萧山市区,495,125,28533
103105081468,https://hz.lianjia.com/ershoufang/103105081468.html,江南国际城 新小区 环境好 诚心出售,中国铁建江南国际城 ,3室2厅,88.28,南,简装,低楼层(共25层),2017,萧山新城区,19,350,39647
103104329082,https://hz.lianjia.com/ershoufang/103104329082.html,满五年并且唯一一套，中间楼层，两房朝南,翠苑二区 ,2室1厅,44.72,南,简装,中楼层(共7层),1989,翠苑,134,187,41816
103105508182,https://hz.lianjia.com/ershoufang/103105508182.html,亲亲家园   两房通透户型 诚心出售 全明户型,亲亲家园一期 ,2室2厅,78.06,南,简装,中楼层(共6层),2007,三墩,30,275,35230
103103104936,https://hz.lianjia.com/ershoufang/103103104936.html,铭和苑桂雨坊原始三房自住装修未改动,铭和苑桂雨坊 ,3室1厅,125.9,南,精装,中楼层(共11层),2008,金沙湖,14,315,25020
103105370927,https://hz.lianjia.com/ershoufang/103105370927.html,可拎包入住 中间楼层 诚心出售 ..,理想西溪金座 ,3室1厅,56.58,北,精装,低楼层(共9层),2014,未来科技城,36,127,22447
103105515038,https://hz.lianjia.com/ershoufang/103105515038.html,清爽装修 一梯两户 光线充足 两方朝南,翠苑三区 ,2室1厅,61.07,南,简装,低楼层(共6层),1989,翠苑,13,245,40118
103104297798,https://hz.lianjia.com/ershoufang/103104297798.html,流水苑在卖总价低的两居室，好楼层，运河景观房。,张官弄 ,2室1厅,41.43,南,精装,中楼层(共6层),1997,流水苑,147,165,39827
103105254495,https://hz.lianjia.com/ershoufang/103105254495.html,精装三室，满两年，看房方便，地铁交通方便。,万通时尚公馆 ,3室2厅,89.9,南,精装,低楼层(共25层),2018,未来科技城,12,358,39823
103104720118,https://hz.lianjia.com/ershoufang/103104720118.html,水陆寺巷 精装修 采光好 视野佳 总价低 业主诚售,水陆寺巷 ,1室1厅,40.87,西,精装,高楼层(共7层),1994,长庆,42,160,39149
103105625030,https://hz.lianjia.com/ershoufang/103105625030.html,单元边套 精装修 保养很好 满五年 看房方便,久睦苑 ,2室2厅,63.18,南 北,精装,中楼层(共16层),2006,丁桥,26,175,27699
103105620760,https://hz.lianjia.com/ershoufang/103105620760.html,勤远里，1997年房龄，满五唯一，两室一厅一厨一卫,勤远里 ,2室1厅,47.83,南,精装,中楼层(共7层),1995,鼓楼,4,212,44324
